Entidad,Año,Clave_Ent,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Poblacion,Enero_percapita,Febrero_percapita,Marzo_percapita,Abril_percapita,Mayo_percapita,Junio_percapita,Julio_percapita,Agosto_percapita,Septiembre_percapita,Octubre_percapita,Noviembre_percapita,Diciembre_percapita
MEXICO,2020,15,182.0,203.0,260.0,213.0,203.0,185.0,202.0,203.0,203.0,215.0,190.0,182.0,17427790.0,1.044309117794052e-05,1.1648063236933655e-05,1.491870168277217e-05,1.2221859455501817e-05,1.1648063236933655e-05,1.0615230043510968e-05,1.159068361507684e-05,1.1648063236933655e-05,1.1648063236933655e-05,1.2336618699215448e-05,1.0902128152795047e-05,1.044309117794052e-05
MEXICO,2021,15,158.0,205.0,207.0,180.0,211.0,174.0,186.0,196.0,202.0,220.0,199.0,208.0,17603429.0,8.975524030005745e-06,1.1645458393361885e-05,1.1759072621589805e-05,1.0225280540512875e-05,1.1986301078045646e-05,9.884437855829111e-06,1.0566123225196636e-05,1.113419436633624e-05,1.1475037051020004e-05,1.2497565105071291e-05,1.1304615708678121e-05,1.1815879735703765e-05
MEXICO,2022,15,190.0,148.0,216.0,178.0,206.0,168.0,185.0,180.0,234.0,202.0,163.0,187.0,17772460.0,1.0690697854995876e-05,8.32749096073363e-06,1.2153635456205837e-05,1.0015495885206663e-05,1.159096714804816e-05,9.452827577048986e-06,1.0409363700917038e-05,1.0128029546838197e-05,1.3166438410889657e-05,1.136589982478509e-05,9.171493422970145e-06,1.0521897362548572e-05
MEXICO,2023,15,216.0,186.0,181.0,205.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17934893.0,1.2043562233686033e-05,1.0370845256785196e-05,1.0092059093968389e-05,1.1430232675489059e-05,9.980544628841667e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MICHOACAN DE OCAMPO,2015,16,57.0,46.0,44.0,53.0,60.0,66.0,74.0,79.0,55.0,73.0,73.0,86.0,4644732.0,1.2271967467660136e-05,9.903693044076602e-06,9.47309769433414e-06,1.1410776768175215e-05,1.2917860492273827e-05,1.420964654150121e-05,1.5932027940471056e-05,1.7008516314827207e-05,1.1841372117917676e-05,1.5716730265599822e-05,1.5716730265599822e-05,1.851560003892582e-05
MICHOACAN DE OCAMPO,2016,16,75.0,83.0,77.0,92.0,96.0,97.0,147.0,128.0,137.0,108.0,106.0,116.0,4684829.0,1.6009122211290955e-05,1.7716761913828657e-05,1.643603213692538e-05,1.9637856579183572e-05,2.0491676430452423e-05,2.0705131393269636e-05,3.1377879534130275e-05,2.7322235240603232e-05,2.9243329905958147e-05,2.3053135984258977e-05,2.262622605862455e-05,2.476077568679668e-05
MICHOACAN DE OCAMPO,2017,16,114.0,108.0,105.0,100.0,85.0,84.0,86.0,95.0,96.0,121.0,118.0,137.0,4721848.0,2.4143089739441e-05,2.287240080578621e-05,2.2237056338958815e-05,2.117814889424649e-05,1.8001426560109516e-05,1.778964507116705e-05,1.8213208049051982e-05,2.0119241449534166e-05,2.033102293847663e-05,2.562556016203825e-05,2.4990215695210858e-05,2.901406398511769e-05
MICHOACAN DE OCAMPO,2018,16,103.0,109.0,95.0,99.0,105.0,86.0,121.0,127.0,135.0,145.0,103.0,110.0,4757482.0,2.165010818748237e-05,2.29112795382095e-05,1.9968546386512866e-05,2.0809327286997617e-05,2.2070498637724746e-05,1.8076789360422175e-05,2.5433622239663754e-05,2.6694793590390883e-05,2.8376355391360388e-05,3.0478307642572267e-05,2.165010818748237e-05,2.3121474763330687e-05
MICHOACAN DE OCAMPO,2019,16,117.0,121.0,106.0,99.0,111.0,148.0,129.0,163.0,177.0,165.0,156.0,188.0,4791977.0,2.4415810009104803e-05,2.5250538556424622e-05,2.2120306503975292e-05,2.06595315461656e-05,2.316371718812507e-05,3.0884956250833425e-05,2.6919995651064268e-05,3.4015188303282755e-05,3.693673821890214e-05,3.443255257694267e-05,3.255441334547307e-05,3.9232241724031646e-05
MICHOACAN DE OCAMPO,2020,16,169.0,177.0,182.0,175.0,153.0,132.0,143.0,160.0,151.0,183.0,177.0,174.0,4825401.0,3.502299601628963e-05,3.6680889318835886e-05,3.771707263292729e-05,3.626641599319932e-05,3.170720941119712e-05,2.73552394920132e-05,2.9634842783014303e-05,3.3157866050925095e-05,3.129273608556056e-05,3.7924309295745575e-05,3.6680889318835886e-05,3.605917933038104e-05
MICHOACAN DE OCAMPO,2021,16,160.0,166.0,188.0,193.0,186.0,167.0,188.0,196.0,183.0,205.0,184.0,217.0,4857777.0,3.293687627077159e-05,3.4172009130925526e-05,3.8700829618156615e-05,3.973010700161823e-05,3.828911866477197e-05,3.437786460761785e-05,3.8700829618156615e-05,4.03476734316952e-05,3.7671552234695004e-05,4.22003727219261e-05,3.7877407711387326e-05,4.4670638442233967e-05
MICHOACAN DE OCAMPO,2022,16,203.0,208.0,200.0,193.0,167.0,159.0,134.0,141.0,136.0,154.0,134.0,140.0,4889123.0,4.152073899552128e-05,4.254341729590358e-05,4.090713201529191e-05,3.9475382394756685e-05,3.415745523276874e-05,3.2521169952157066e-05,2.7407778450245576e-05,2.883952807078079e-05,2.7816849770398494e-05,3.149849165177477e-05,2.7407778450245576e-05,2.8634992410704332e-05
MICHOACAN DE OCAMPO,2023,16,124.0,119.0,114.0,125.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4919448.0,2.5206080031743398e-05,2.4189705836915037e-05,2.3173331642086673e-05,2.5409354870709072e-05,2.4596255514846382e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MORELOS,2015,17,29.0,37.0,59.0,33.0,32.0,43.0,38.0,42.0,48.0,31.0,40.0,48.0,1930505.0,1.5021976115057976e-05,1.9165969526108455e-05,3.056195140649727e-05,1.7093972820583215e-05,1.6575973644201907e-05,2.227396458439631e-05,1.9683968702489762e-05,2.1755965408015002e-05,2.4863960466302857e-05,1.6057974467820596e-05,2.071996705525238e-05,2.4863960466302857e-05
MORELOS,2016,17,42.0,39.0,43.0,36.0,51.0,55.0,47.0,55.0,52.0,53.0,51.0,62.0,1954717.0,2.148648627908797e-05,1.9951737259153117e-05,2.199806928573292e-05,1.841698823921826e-05,2.6090733338892537e-05,2.813706536547234e-05,2.404440131231273e-05,2.813706536547234e-05,2.6602316345537487e-05,2.7113899352182437e-05,2.6090733338892537e-05,3.1718146411987e-05
MORELOS,2017,17,56.0,50.0,59.0,58.0,45.0,42.0,44.0,47.0,54.0,34.0,42.0,44.0,1977946.0,2.8312198614117878e-05,2.5278748762605247e-05,2.9828923539874194e-05,2.932334856462209e-05,2.2750873886344724e-05,2.123414896058841e-05,2.224529891109262e-05,2.3762023836848935e-05,2.7301048663613668e-05,1.718954915857157e-05,2.123414896058841e-05,2.224529891109262e-05
MORELOS,2018,17,59.0,63.0,55.0,46.0,53.0,41.0,76.0,43.0,70.0,65.0,55.0,67.0,2000527.0,2.9492228797711803e-05,3.149170193653972e-05,2.7492755658883883e-05,2.2993941096521067e-05,2.6493019089469926e-05,2.0494599672986168e-05,3.798998963773046e-05,2.149433624240013e-05,3.499077992948858e-05,3.249143850595368e-05,2.7492755658883883e-05,3.3491175075367644e-05
MORELOS,2019,17,73.0,81.0,85.0,77.0,68.0,77.0,68.0,80.0,74.0,77.0,86.0,65.0,2022568.0,3.6092729638756274e-05,4.00480972704008e-05,4.2025781086223056e-05,3.807041345457854e-05,3.3620624868978446e-05,3.807041345457854e-05,3.3620624868978446e-05,3.955367631644523e-05,3.658715059271184e-05,3.807041345457854e-05,4.252020204017863e-05,3.2137362007111754e-05
MORELOS,2020,17,57.0,70.0,77.0,78.0,64.0,66.0,63.0,63.0,58.0,80.0,60.0,66.0,2044058.0,2.7885705787213475e-05,3.4245603598332335e-05,3.767016395816557e-05,3.8159386866713176e-05,3.1310266147046706e-05,3.228871196414192e-05,3.08210432384991e-05,3.08210432384991e-05,2.837492869576108e-05,3.913783268380839e-05,2.935337451285629e-05,3.228871196414192e-05
MORELOS,2021,17,71.0,56.0,84.0,99.0,98.0,90.0,90.0,75.0,83.0,101.0,92.0,96.0,2065014.0,3.4382333485390416e-05,2.7118460213829058e-05,4.0677690320743585e-05,4.7941563592304947e-05,4.745730537420085e-05,4.358323962936813e-05,4.358323962936813e-05,3.631936635780678e-05,4.0193432102639497e-05,4.8910080028513124e-05,4.455175606557631e-05,4.648878893799267e-05
MORELOS,2022,17,77.0,67.0,91.0,105.0,99.0,66.0,93.0,76.0,84.0,108.0,89.0,86.0,2085423.0,3.692296478939764e-05,3.212777455700834e-05,4.3636231114742667e-05,5.034949744008769e-05,4.747238330065411e-05,3.164825553376941e-05,4.459526916122053e-05,3.644344576615871e-05,4.0279597952070154e-05,5.1788054509804486e-05,4.267719306826481e-05,4.1238635998548016e-05
MORELOS,2023,17,99.0,82.0,116.0,98.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105291.0,4.702437810259959e-05,3.894948489306229e-05,5.5099271312136896e-05,4.6549384384391515e-05,4.322442835693498e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAYARIT,2015,18,5.0,5.0,7.0,7.0,4.0,11.0,9.0,12.0,6.0,5.0,8.0,4.0,1195482.0,4.18241345331841e-06,4.18241345331841e-06,5.8553788346457745e-06,5.8553788346457745e-06,3.3459307626547285e-06,9.201309597300503e-06,7.528344215973139e-06,1.0037792287964186e-05,5.018896143982093e-06,4.18241345331841e-06,6.691861525309457e-06,3.3459307626547285e-06
NAYARIT,2016,18,4.0,4.0,3.0,2.0,2.0,2.0,1.0,7.0,3.0,6.0,5.0,1.0,1214627.0,3.2931920663709927e-06,3.2931920663709927e-06,2.4698940497782447e-06,1.6465960331854963e-06,1.6465960331854963e-06,1.6465960331854963e-06,8.232980165927482e-07,5.763086116149238e-06,2.4698940497782447e-06,4.9397880995564895e-06,4.116490082963741e-06,8.232980165927482e-07
NAYARIT,2017,18,4.0,10.0,8.0,5.0,10.0,13.0,13.0,23.0,36.0,39.0,45.0,44.0,1233716.0,3.2422372734081425e-06,8.105593183520357e-06,6.484474546816285e-06,4.052796591760179e-06,8.105593183520357e-06,1.0537271138576463e-05,1.0537271138576463e-05,1.864286432209682e-05,2.9180135460673283e-05,3.161181341572939e-05,3.64751693258416e-05,3.5664610007489565e-05
NAYARIT,2018,18,41.0,24.0,42.0,31.0,34.0,33.0,26.0,24.0,25.0,23.0,14.0,12.0,1252363.0,3.2738111873314686e-05,1.9163772803891524e-05,3.3536602406810164e-05,2.4753206538359886e-05,2.7148678138846325e-05,2.6350187605350844e-05,2.0760753870882482e-05,1.9163772803891524e-05,1.9962263337387005e-05,1.8365282270396043e-05,1.1178867468936722e-05,9.581886401945762e-06
NAYARIT,2019,18,13.0,11.0,11.0,12.0,18.0,19.0,14.0,13.0,15.0,15.0,13.0,14.0,1270646.0,1.0231016349164126e-05,8.657013833908107e-06,8.657013833908107e-06,9.444015091536115e-06,1.4166022637304174e-05,1.4953023894932185e-05,1.1018017606792135e-05,1.0231016349164126e-05,1.1805018864420146e-05,1.1805018864420146e-05,1.0231016349164126e-05,1.1018017606792135e-05
NAYARIT,2020,18,18.0,14.0,10.0,10.0,17.0,11.0,10.0,12.0,14.0,20.0,12.0,11.0,1288571.0,1.3968962517393298e-05,1.0864748624639232e-05,7.760534731885165e-06,7.760534731885165e-06,1.3192909044204783e-05,8.536588205073683e-06,7.760534731885165e-06,9.312641678262198e-06,1.0864748624639232e-05,1.552106946377033e-05,9.312641678262198e-06,8.536588205073683e-06
NAYARIT,2021,18,22.0,18.0,17.0,20.0,14.0,19.0,12.0,18.0,17.0,14.0,20.0,10.0,1306145.0,1.684345918714997e-05,1.3781012062213613e-05,1.3015400280979523e-05,1.5312235624681792e-05,1.0718564937277255e-05,1.4546623843447703e-05,9.187341374809075e-06,1.3781012062213613e-05,1.3015400280979523e-05,1.0718564937277255e-05,1.5312235624681792e-05,7.656117812340896e-06
NAYARIT,2022,18,9.0,17.0,14.0,11.0,22.0,11.0,10.0,9.0,10.0,11.0,7.0,19.0,1323404.0,6.800644398838148e-06,1.2845661642249835e-05,1.0578780175970452e-05,8.31189870969107e-06,1.662379741938214e-05,8.31189870969107e-06,7.556271554264609e-06,6.800644398838148e-06,7.556271554264609e-06,8.31189870969107e-06,5.289390087985226e-06,1.4356915953102756e-05
NAYARIT,2023,18,13.0,8.0,9.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340345.0,9.698995407898712e-06,5.9686125587069e-06,6.714689128545263e-06,3.7303828491918126e-06,8.95291883806035e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUEVO LEON,2015,19,34.0,31.0,33.0,32.0,41.0,55.0,33.0,36.0,49.0,50.0,25.0,31.0,5205425.0,6.531647271836594e-06,5.955325453733365e-06,6.339539999135518e-06,6.147432726434441e-06,7.876398180744128e-06,1.0565899998559195e-05,6.339539999135518e-06,6.915861817238746e-06,9.413256362352738e-06,9.605363635053814e-06,4.802681817526907e-06,5.955325453733365e-06
NUEVO LEON,2016,19,48.0,89.0,39.0,46.0,61.0,45.0,65.0,51.0,65.0,57.0,39.0,36.0,5294203.0,9.066520494208476e-06,1.681084008301155e-05,7.366547901544387e-06,8.68874880694979e-06,1.1522036461389938e-05,8.499862963320446e-06,1.2277579835907312e-05,9.633178025096506e-06,1.2277579835907312e-05,1.0766493086872567e-05,7.366547901544387e-06,6.799890370656358e-06
NUEVO LEON,2017,19,44.0,46.0,60.0,54.0,73.0,63.0,42.0,37.0,48.0,61.0,49.0,36.0,5375246.0,8.185671874366308e-06,8.557747868655685e-06,1.1162279828681329e-05,1.0046051845813196e-05,1.3580773791562284e-05,1.1720393820115395e-05,7.813595880076931e-06,6.883405894353486e-06,8.929823862945063e-06,1.1348317825826018e-05,9.115861860089752e-06,6.697367897208797e-06
NUEVO LEON,2018,19,45.0,44.0,40.0,61.0,58.0,34.0,70.0,60.0,74.0,83.0,83.0,94.0,5454848.0,8.249542425380139e-06,8.066219260371692e-06,7.332926600337901e-06,1.11827130655153e-05,1.0632743570489956e-05,6.232987610287216e-06,1.2832621550591327e-05,1.0999389900506852e-05,1.3565914210625117e-05,1.5215822695701146e-05,1.5215822695701146e-05,1.723237751079407e-05
NUEVO LEON,2019,19,92.0,105.0,65.0,61.0,78.0,85.0,74.0,74.0,69.0,64.0,54.0,68.0,5533147.0,1.6627065935533612e-05,1.8976542643815535e-05,1.1747383541409617e-05,1.1024467631169025e-05,1.4096860249691541e-05,1.5361963092612575e-05,1.3373944339450948e-05,1.3373944339450948e-05,1.247029945165021e-05,1.156665456384947e-05,9.75936478824799e-06,1.2289570474090061e-05
NUEVO LEON,2020,19,67.0,73.0,80.0,76.0,78.0,87.0,60.0,74.0,70.0,59.0,72.0,51.0,5610153.0,1.1942633293601796e-05,1.3012122842282555e-05,1.4259860649076773e-05,1.3546867616622934e-05,1.3903364132849853e-05,1.550759845587099e-05,1.069489548680758e-05,1.3190371100396014e-05,1.2477378067942176e-05,1.0516647228694119e-05,1.2833874584169094e-05,9.090661163786442e-06
NUEVO LEON,2021,19,79.0,69.0,81.0,81.0,87.0,98.0,108.0,100.0,89.0,70.0,44.0,97.0,5685888.0,1.389404786024628e-05,1.2135307624772067e-05,1.4245795907341122e-05,1.4245795907341122e-05,1.5301040048625652e-05,1.7235654307647285e-05,1.8994394543121496e-05,1.7587402354742127e-05,1.5652788095720494e-05,1.2311181648319488e-05,7.738457036086536e-06,1.7059780284099862e-05
NUEVO LEON,2022,19,90.0,103.0,81.0,92.0,129.0,127.0,120.0,153.0,119.0,127.0,87.0,100.0,5760358.0,1.5624028923202342e-05,1.7880833100998237e-05,1.4061626030882109e-05,1.597122956594017e-05,2.2394441456590026e-05,2.2047240813852194e-05,2.083203856426979e-05,2.6560849169443983e-05,2.0658438242900876e-05,2.2047240813852194e-05,1.5103227959095598e-05,1.7360032136891492e-05
NUEVO LEON,2023,19,108.0,85.0,97.0,121.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5833569.0,1.8513537767359913e-05,1.4570839909496228e-05,1.6627899661425106e-05,2.0742019165282865e-05,1.8170694475371765e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OAXACA,2015,20,0.0,47.0,0.0,0.0,56.0,0.0,0.0,41.0,0.0,0.0,57.0,0.0,4019224.0,0.0,1.1693799599126597e-05,0.0,0.0,1.3933037820235947e-05,0.0,0.0,1.0200974118387032e-05,0.0,0.0,1.4181842067025873e-05,0.0
OAXACA,2016,20,48.0,47.0,65.0,53.0,55.0,63.0,74.0,81.0,79.0,0.0,91.0,82.0,4046494.0,1.1862120640732446e-05,1.1614993127383854e-05,1.606328836765852e-05,1.309775820747541e-05,1.3592013234172596e-05,1.5569033340961336e-05,1.8287435987795853e-05,2.0017328581236003e-05,1.952307355453882e-05,0.0,2.248860371472193e-05,2.0264456094584597e-05
OAXACA,2017,20,69.0,62.0,68.0,101.0,63.0,70.0,74.0,75.0,64.0,67.0,74.0,68.0,4072328.0,1.6943625366129642e-05,1.5224706850725187e-05,1.6698065578214722e-05,2.480153857940716e-05,1.5470266638640108e-05,1.7189185154044566e-05,1.8171424305704256e-05,1.8416984093619177e-05,1.5715826426555032e-05,1.6452505790299798e-05,1.8171424305704256e-05,1.6698065578214722e-05
OAXACA,2018,20,65.0,83.0,92.0,103.0,91.0,80.0,68.0,82.0,80.0,78.0,87.0,74.0,4096998.0,1.5865275013558707e-05,2.0258735786544195e-05,2.245546617303694e-05,2.5140358867639184e-05,2.2211385018982192e-05,1.952649232437995e-05,1.6597518475722957e-05,2.0014654632489447e-05,1.952649232437995e-05,1.9038330016270448e-05,2.1235060402763194e-05,1.8062005400051453e-05
OAXACA,2019,20,77.0,63.0,73.0,82.0,85.0,98.0,91.0,94.0,74.0,99.0,79.0,96.0,4120741.0,1.8685959636871135e-05,1.5288512430167292e-05,1.7715260434955752e-05,1.9899333639265365e-05,2.0627358040701902e-05,2.3782130446926898e-05,2.208340684357498e-05,2.2811431245011515e-05,1.79579352354346e-05,2.4024805247405745e-05,1.917130923782883e-05,2.3296780845969208e-05
OAXACA,2020,20,91.0,56.0,83.0,75.0,77.0,57.0,63.0,71.0,50.0,66.0,52.0,68.0,4143593.0,2.1961616403927702e-05,1.351484086395551e-05,2.0030924851934057e-05,1.8100233299940415e-05,1.8582906187938824e-05,1.3756177307954714e-05,1.5204195971949948e-05,1.7134887523943592e-05,1.2066822199960275e-05,1.5928205303947563e-05,1.2549495087958687e-05,1.6410878191945976e-05
OAXACA,2021,20,67.0,58.0,71.0,59.0,52.0,54.0,56.0,65.0,60.0,75.0,52.0,64.0,4165619.0,1.6084044172066623e-05,1.39235009250726e-05,1.704428561517508e-05,1.4163561285849714e-05,1.2483138760409918e-05,1.2963259481964145e-05,1.3443380203518372e-05,1.5603923450512397e-05,1.4403621646626829e-05,1.8004527058283535e-05,1.2483138760409918e-05,1.5363863089735283e-05
OAXACA,2022,20,54.0,52.0,60.0,59.0,86.0,57.0,66.0,97.0,65.0,92.0,60.0,77.0,4186832.0,1.2897579840796095e-05,1.2419891698544389e-05,1.4330644267551218e-05,1.4091800196425364e-05,2.054059011682341e-05,1.3614112054173658e-05,1.576370869430634e-05,2.3167874899207803e-05,1.5524864623180485e-05,2.1973654543578536e-05,1.4330644267551218e-05,1.839099347669073e-05
OAXACA,2023,20,77.0,63.0,59.0,66.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4207237.0,1.830179759305216e-05,1.4974198030679041e-05,1.4023455298572437e-05,1.5687255079758996e-05,1.8064111910025512e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUEBLA,2015,21,39.0,35.0,37.0,38.0,40.0,39.0,41.0,47.0,43.0,48.0,54.0,32.0,6274482.0,6.215652543110332e-06,5.578149718175939e-06,5.896901130643135e-06,6.0562768368767335e-06,6.3750282493439295e-06,6.215652543110332e-06,6.534403955577528e-06,7.490658192979118e-06,6.853155368044725e-06,7.650033899212716e-06,8.606288136614305e-06,5.100022599475144e-06
PUEBLA,2016,21,42.0,47.0,52.0,69.0,57.0,52.0,52.0,49.0,60.0,45.0,35.0,21.0,6345952.0,6.618392323169164e-06,7.406296171165493e-06,8.194200019161822e-06,1.087307310234934e-05,8.98210386715815e-06,8.194200019161822e-06,8.194200019161822e-06,7.721457710364025e-06,9.454846175955949e-06,7.091134631966961e-06,5.515326935974303e-06,3.309196161584582e-06
PUEBLA,2017,21,51.0,55.0,72.0,68.0,81.0,65.0,94.0,72.0,86.0,84.0,98.0,68.0,6413391.0,7.952111449309733e-06,8.57580646494187e-06,1.1226510281378447e-05,1.0602815265746312e-05,1.2629824066550753e-05,1.013504400402221e-05,1.4656832867355195e-05,1.1226510281378447e-05,1.3409442836090922e-05,1.3097595328274855e-05,1.5280527882987332e-05,1.0602815265746312e-05
PUEBLA,2018,21,82.0,86.0,94.0,104.0,98.0,86.0,95.0,98.0,93.0,88.0,95.0,86.0,6478819.0,1.2656627697115785e-05,1.3274024170145825e-05,1.45088171162059e-05,1.6052308298780996e-05,1.5126213589235939e-05,1.3274024170145825e-05,1.4663166234463411e-05,1.5126213589235939e-05,1.4354467997948392e-05,1.3582722406660843e-05,1.4663166234463411e-05,1.3274024170145825e-05
PUEBLA,2019,21,78.0,119.0,100.0,82.0,113.0,87.0,100.0,86.0,87.0,87.0,78.0,92.0,6542484.0,1.1922077302749231e-05,1.8188810243937928e-05,1.528471449070414e-05,1.2533465882377396e-05,1.7271727374495682e-05,1.3297701606912604e-05,1.528471449070414e-05,1.3144854462005562e-05,1.3297701606912604e-05,1.3297701606912604e-05,1.1922077302749231e-05,1.406193733144781e-05
PUEBLA,2020,21,74.0,71.0,82.0,92.0,76.0,65.0,76.0,82.0,64.0,62.0,62.0,66.0,6604451.0,1.1204564921444644e-05,1.07503258030077e-05,1.2415869237276498e-05,1.3929999632066313e-05,1.1507391000402608e-05,9.84184756613381e-06,1.1507391000402608e-05,1.2415869237276498e-05,9.690434526654826e-06,9.387608447696864e-06,9.387608447696864e-06,9.993260605612791e-06
PUEBLA,2021,21,61.0,47.0,76.0,71.0,62.0,57.0,77.0,69.0,69.0,64.0,78.0,66.0,6664764.0,9.152612155509182e-06,7.052012644408714e-06,1.1403254488831112e-05,1.0653040377723803e-05,9.302654977730645e-06,8.552440866623334e-06,1.1553297311052574e-05,1.0352954733280878e-05,1.0352954733280878e-05,9.602740622173569e-06,1.1703340133274037e-05,9.902826266616492e-06
PUEBLA,2022,21,59.0,88.0,75.0,87.0,89.0,62.0,72.0,80.0,78.0,71.0,61.0,88.0,6723431.0,8.775281548959155e-06,1.3088555530650943e-05,1.1155018918168417e-05,1.2939821945075364e-05,1.3237289116226521e-05,9.221482305685892e-06,1.070881816144168e-05,1.1898686846046312e-05,1.1601219674895155e-05,1.0560084575866102e-05,9.072748720110313e-06,1.3088555530650943e-05
PUEBLA,2023,21,74.0,64.0,69.0,61.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6780465.0,1.0913705770916892e-05,9.438880666738932e-06,1.0176293218827913e-05,8.996433135485545e-06,1.1798600833423666e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUERETARO,2015,22,9.0,9.0,12.0,11.0,11.0,10.0,12.0,13.0,10.0,13.0,13.0,8.0,2069556.0,4.348758864220152e-06,4.348758864220152e-06,5.798345152293535e-06,5.315149722935741e-06,5.315149722935741e-06,4.8319542935779464e-06,5.798345152293535e-06,6.28154058165133e-06,4.8319542935779464e-06,6.28154058165133e-06,6.28154058165133e-06,3.865563434862357e-06
QUERETARO,2016,22,12.0,9.0,12.0,8.0,14.0,7.0,7.0,6.0,15.0,8.0,12.0,8.0,2113731.0,5.677165164346835e-06,4.257873873260126e-06,5.677165164346835e-06,3.7847767762312233e-06,6.6233593584046405e-06,3.3116796792023202e-06,3.3116796792023202e-06,2.8385825821734177e-06,7.0964564554335435e-06,3.7847767762312233e-06,5.677165164346835e-06,3.7847767762312233e-06
QUERETARO,2017,22,12.0,12.0,14.0,21.0,8.0,21.0,10.0,20.0,19.0,14.0,9.0,15.0,2156167.0,5.565431620092507e-06,5.565431620092507e-06,6.493003556774591e-06,9.739505335161887e-06,3.710287746728338e-06,9.739505335161887e-06,4.637859683410423e-06,9.275719366820845e-06,8.811933398479802e-06,6.493003556774591e-06,4.17407371506938e-06,6.956789525115634e-06
QUERETARO,2018,22,14.0,10.0,15.0,12.0,14.0,16.0,14.0,18.0,22.0,7.0,16.0,22.0,2197938.0,6.369606422019183e-06,4.549718872870845e-06,6.824578309306268e-06,5.459662647445014e-06,6.369606422019183e-06,7.279550196593352e-06,6.369606422019183e-06,8.189493971167522e-06,1.000938152031586e-05,3.1848032110095917e-06,7.279550196593352e-06,1.000938152031586e-05
QUERETARO,2019,22,13.0,16.0,18.0,13.0,15.0,11.0,17.0,17.0,20.0,9.0,12.0,15.0,2239112.0,5.805873042527574e-06,7.145689898495475e-06,8.03890113580741e-06,5.805873042527574e-06,6.699084279839508e-06,4.912661805215639e-06,7.592295517151443e-06,7.592295517151443e-06,8.932112373119343e-06,4.019450567903705e-06,5.359267423871606e-06,6.699084279839508e-06
QUERETARO,2020,22,12.0,11.0,26.0,11.0,18.0,8.0,15.0,23.0,11.0,22.0,13.0,12.0,2279637.0,5.263995978307073e-06,4.825329646781483e-06,1.1405324619665324e-05,4.825329646781483e-06,7.895993967460608e-06,3.509330652204715e-06,6.57999497288384e-06,1.0089325625088555e-05,4.825329646781483e-06,9.650659293562966e-06,5.702662309832662e-06,5.263995978307073e-06
QUERETARO,2021,22,15.0,14.0,16.0,21.0,22.0,9.0,14.0,11.0,16.0,14.0,19.0,14.0,2319537.0,6.466807815525253e-06,6.035687294490237e-06,6.897928336560271e-06,9.053530941735355e-06,9.484651462770373e-06,3.880084689315152e-06,6.035687294490237e-06,4.742325731385186e-06,6.897928336560271e-06,6.035687294490237e-06,8.19128989966532e-06,6.035687294490237e-06
QUERETARO,2022,22,17.0,12.0,3.0,15.0,15.0,11.0,13.0,9.0,20.0,16.0,17.0,18.0,2358758.0,7.207182763132123e-06,5.087423126916793e-06,1.2718557817291982e-06,6.359278908645991e-06,6.359278908645991e-06,4.663471199673726e-06,5.511375054159859e-06,3.815567345187595e-06,8.479038544861321e-06,6.783230835889057e-06,7.207182763132123e-06,7.63113469037519e-06
QUERETARO,2023,22,16.0,10.0,18.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2397293.0,6.674194601994833e-06,4.171371626246771e-06,7.5084689272441876e-06,6.257057439370156e-06,6.674194601994833e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUINTANA ROO,2015,23,15.0,12.0,11.0,20.0,11.0,23.0,21.0,29.0,24.0,23.0,27.0,12.0,1524873.0,9.836884776633857e-06,7.869507821307085e-06,7.213715502864829e-06,1.3115846368845144e-05,7.213715502864829e-06,1.5083223324171914e-05,1.37716386872874e-05,1.9017977234825458e-05,1.573901564261417e-05,1.5083223324171914e-05,1.7706392597940942e-05,7.869507821307085e-06
QUINTANA ROO,2016,23,8.0,12.0,8.0,14.0,11.0,12.0,13.0,23.0,18.0,18.0,18.0,10.0,1564920.0,5.1120824067683974e-06,7.668123610152596e-06,5.1120824067683974e-06,8.946144211844694e-06,7.029113309306546e-06,7.668123610152596e-06,8.307133910998645e-06,1.4697236919459142e-05,1.1502185415228894e-05,1.1502185415228894e-05,1.1502185415228894e-05,6.390103008460496e-06
